Redacao,Nota
"Sabe-se que, na sociedade brasileira, aqueles que muito tem economicamente, pouco atentam-se para aqueles que não possuem riquezas. E também há uma má distribuição de recursos básicos como água e alimentos, através dos quais o ser humano consegue viver, tornando esse um dos maiores problemas enfrentados por nossa sociedade. Seria a filantropia um caminho a se trilhar ou devemos buscar em outros meios a solução para os nossos problemas econômico-sociais?
Como nos é apresentado em eventos e políticas obras sociais, vemos que alguns milionários como por exemplo jogadores de futebol e Artistas de televisão, e até mesmo bilionários como Bill Gates, tem investido grande parte de suas riquezas à pessoas que não tem nem mesmo um copo de água para tomar a cada dia e/ou sofrem constantes abusos sexuais e físicos.
A filantropia é altamente benéfica ao nosso estado social, pois demonstra o amor humano. E, podemos constatar a mesma como um ótimo recurso para promover a apreciação e valorização de culturas que, para a grande maioria não tem um grande valor, além de inserir o individuo novamente à sociedade e dar-lhe a devida dignidade.  Assim, é altamente apropriado o investimento à ONGs e projetos de caridade.
A grande maioria dos brasileiros possui condições o suficientes para ajudar os necessitados, entretanto, não o quer fazer.  Não é necessário ser um milionário ou bilionário para ser um filantropo, pois com pequenas atitudes podemos demonstrar um grande amor para com o nosso próximo. Um prato de comida, uma garrafa de água ou uma ajuda financeira são valiosos para os que vivem em miséria, e, quando nós brasileiros, resolvermos ajudar esses últimos citados, seremos então, os filantropos de nossa pátria.",3.5
"Sabe-se, que a água é de fundamental importancia para a manutenção da vida. No entanto este recurso hídrico está cada vez mais escasso no planeta Terra.
Estima-se que há menos de três porcento de água doce no mundo, sendo que maior parte encontra-se nos pólos em estado sólido. Contudo, noventa e sete porcento é inapropriado para o consumo, já que apresenta elevado teor de Cloreto de Sódio.
Atualmente, o Brasil, pais de ampla diversidade climáticas tem enfrentado complicaçõe pela escassez hídrica. A estiagem que inicialmente era característica de regiões como o nordeste , apresenta em situação semelhante no centro-oeste .
O estado de São Paulo reflete bem os problemas enfrentadas pelas regiões metropolitanas q se deparam com dificuldades em se adquirir água potável.
Contudo, os longos período de racionamento de água, para amenizar a situação fez com que a população em geral repensasse suas ações para com o meio ambiente. Campanhas conscientizadoras é de fundamental importância de maneira que possa proporcionar condições favoráveis á manutenção da vida.",1.0
"Sabemos os inúmeros riscos que o cigarro oferece a vida humana. São diversas as doenças respiratórias que estamos sujeitos a contrair simplesmente pelo fato de respirar a fumaça de quem fuma. Até quando seremos obrigados a conviver com a fumaça do cigarro alheio?
Dizemos viver em um mundo globalizado, entretanto proporcionamos a livre propagação de um mal tão desnecessário. Com todo avanço tecnológico as informações ficaram mais fáceis à população, mas muitas pessoas ainda estragam sua vida, e as dos outros, por causa de um vício tão difícil de ser vencido. Há quem fale que é mais difícil de largar o cigarro do que parar com outros vícios como cocaína, heroína, entre outras. Mas o fato é que o cigarro é a droga que mais mata.
Sabemos que todos têm o direito de fazer escolhas sobre sua vida, mas esquecemos que ""fumantes passivos"", ou seja, não fumantes constantemente expostos à fumaça de cigarro, aumentam o risco de câncer em 10 a 30%. Pessoas essas que não tem o poder de escolher entre respirar ou não a fumaça do cigarro alheio. Afinal diversos lugares são públicos e os fumantes ainda tem o direito de liberar gases poluentes sem se preocupar com as pessoas que estão ao seu lado.
Além de proibir o cigarro em lugares públicos, precisa-se de investimentos para auxiliar no combate ao tabagismo. Devemos exigir direitos iguais para os fumantes e também para os ""fumantes passivos"". Será que um dia poderemos de fato publicar, em lugares públicos, a frase: ""É proibido fumar""?",6.5
"Sabemos que a tecnologia é uma aliada da educação, infelizmente alguns a usam de forma errada, vejamos os exemplos que afloram no Brasil todo, seja em escola administrada pelo governo nas esferas: municipal, estadual e federal bem como nas escolas particulares, estas com ""aval"" dos próprios pais, que por acharem que estão pagando se acham no direito de apoiar seus filhos quando os mesmos usam o aparelho dentro da sala de aula. Já nas escolas particulares tal fato é corriqueiro, sendo que o professor fica a mercê do aluno com ameaças das mais variadas formas.
Já foi o tempo em que os professores eram respeitados pelos alunos, salvo raras exceções onde o regimento interno das escolas são cumpridos pelos alunos e demais funcionários da instituição escolar. Pois todos tem acesso e conhecimento ao regimento escolar.
É preciso dar um basta neste tipo de abuso do celular dentro da sala de aula com orientação e muito diálogo.
O mundo atual é movido pelo individualismo e materialismo cada um querendo ter um aparelho celular que traga as ""facilidades"" para elemas esquecendo que existem crianças que não tem um lar, não tem família e nem um alimento.
Nós que somos pais vamos junto com os educadores acabar com esse desrepeito na sala de aula.
Outro dia na sala da faculdade um professor dando sua aula o celular dele toca e os alunos ficam: hummm é a mulher dele, a namorada etc., etc.... Então o que faremos se não cumprem o que está escrito no regimento interno da escola, faculdade etc.  Só através da Lei e pagando algum tipo de multa é que se acabará com isso.",1.5
"Sabemos que ao falarmos de transgênicos não podemos esquecer que o Brasil é uns dos que mais se beneficia com esses novos métodos descobertos que estão apenas na fase de desenvolvimentos e poderá ainda ter novidades.
Além disso se não houvesse esse cruzamento desses produtos seria muito ruim para os Países  que tem uma grande quantidade talvez até a maioria dos produtos transgênicos comercializados porque não haveria como produzir essa quantidade necessária para o comercio .
No entanto esses produtos transformados contem muitos agrotóxicos que não fazem bem para saúde podendo causar problemas até mesmo atacar alergias e outros doenças nos seres humanos e com o passar do tempo podemos ter um agravamento por parte dos transgênicos.
E também é possível como ainda esta em desenvolvimento os transgênicos ainda receba mais transformações que não seja da natureza seria mais transformações forçadas que poderá afetar muito a nossa vida até nos hábitos alimentares.
Nesse caso acho que devemos tentar logico manter os transgênicos porque é uma fonte de alimento para que não falte alimento nunca. mas também com consciência tentar diminuir a quantidade de perigo para os nossos filhos e até netos futuramente e como fazer isso com pesquisas tentar encontrar uma forma de extinguir o risco para Saúde futuramente.",2.0
"Samarco, empresa mineradora a qual o nome esta relacionado com o maior desastre ambiental do Brasil, ultimamente, aparece nos noticiários como causadora da contaminação do Rio Doce e perda de vidas humanas.  Porém, a responsabilidade não pode ser totalmente depositada na empresa, visto que o governo possui uma parcela de culpa.
Nenhuma empresa de risco ambiental se instala em município sem autorização das suas autoridades. Antes disso, acontece uma analise , no caso da Samarco, de como será construído uma barragem. O projeto foi apresentado e infelizmente foi aprovado pelos políticos.
A estrutura das barragens foi construida utilizando uma técnica de níveis de camada de terra, em que a cada nível aumentado, ocorre um deslocamento na direção da lama represada. Entretanto, essa técnica esta em desuso nos países desenvolvidos por oferecer riscos de rachamento, e consequentemente, desabamento.
O desastre ocorrido em Bento Rodrigues, é uma amostra do porque o governo deve dar maior atenção a certos tipos de investimento que pode afetar a população e o meio ambiente. Não se deve pensar, somente, em lucro com receita, porém, em um todo, todos os que poderão ser atingidos por um desastre.
Em suma, é notória o quanto a ""avalanche"" de lama prejudicou a natureza, quanto quem vive dela, como os pescadores. Por causa disso , é preciso que o governo tenha mais cautela ao decidir algo que pode afetar a muitos. É necessário analisar, fiscalizar severamente projetos e empresas, cujo funcionamento pode trazer sérios problemas para o meio ambiente e as populações.",6.5
"São comuns constantes discussões a respeito do apoio ou não a prática de automedicação. O fato é que, mesmo com todos os pormenores contrários, esse exercício continua, principalmente entre a geração jovem. Dentre tantos motivos para tal ocorrência estão à praticidade da sociedade imediatista a qual esses jovens estão acostumados bem como a atual burocracia e até mesmo o descaso do atual sistema público de saúde.
A nova geração é habituada a uma velocidade extremamente alta. Tem tudo ao seu alcance num piscar de olhos, o que contribui para um aguçamento na impaciência. Assim torna-se muito mais fácil e menos complexo automedicar-se, ou seja, usar o mesmo medicamento que o amigo, ou ainda o que apareceu na TV semana passada, justamente porque a maioria dos remédios usados sem prescrição são voltados a amenizar sintomas provocados por ciclos virais.
Além disso, frequentemente a mídia retrata situações de saturação de hospitais e prontos-socorros, causados pela falta de médicos ou por uma desorganização do próprio sistema de saúde. Enfim, se nem casos gravíssimos vencem ser solucionados, como alguém, com um simples resfriado, pode ter esperanças de chegar a um hospital e ser atendido por um clínico para receber indicação de qual anti-inflamatório deve usar?
Diante do exposto, percebem-se os equívocos que se apresentam frente ao posicionamento, qualquer que seja, sobre a temática. Assim se faz necessário uma política não extremista que informe os riscos e consequências da automedicação. A qual cite casos nos quais deve ser consultado um médico, mas que não tente eliminar a prática e que seja destinada a sanar dúvidas a respeito do combate aos sintomas de doenças virais a fim de que a automedicação ao menos seja feita com alguma segurança, uma vez que a simples proibição não acabará com seu exercício.",7.0
"São indiscutíveis os malefícios que o cigarro acarreta, tanto em fumantes, como em não-fumantes .
A nova lei antifumo vem para proibir o fumo em qualquer estabelecimento fechado, e evitar que esse hábito prejudique a saúde de outras pessoas.
Porém, essa nova lei levaria a constranger o fumante e o dono do estabelecimento, já que seria esse último o responsável por retirar o fumante do local, caso contrário, ficará sujeito à multa.
Muitos comerciantes já mostram-se contra a medida, afinal, eles desempenhariam, de alguma forma, o poder de polícia com sua própria clientela fumante e teriam uma redução no faturamento, assim como tiveram com a ""Lei Seca"". Até que ponto o Estado deve interferir dessa maneira nos estabelecimentos privados? Seria essa a melhor forma de diminuir o número de fumantes e doenças causadas pelo cigarro? Certamente que não.
Investimentos por parte do Estado, com medicamentos e acompanhamento médico e psicológico, combateria o vício de uma maneira mais eficaz.
Talvez esta seja mais uma lei que, assim como a Lei Seca, sofrerá um relaxamento ou uma ineficiência na fiscalização e punição, então fica claro que proibir nem sempre significa solucionar.
Querer excluir os fumantes do convívio social e da liberdade de escolha, não é o caminho, levando-se em conta que a fumaça e os gases nocivos emitidos pelos milhões de veículos, causam danos ainda maiores à saúde da população.",7.5
"São muitos os fatos que comprovam a existência do preconceito racial que outrora existiu e ainda existe. Oficialmente, no Brasil, ele acabou com a abolição da escravidão que, conforme fatos históricos, era realizada somente para com os negros. Hoje resta o preconceito individual, ou seja, não é mais declarado de forma maciça, ou ordenado por um governador, é sentimento presente em uma minoria que ainda assim acaba por constranger e ferir os sentimentos dos negros. Esse sentimento, assim como a razão de cada cidadão, não pode ser arrancado e por isso não há, nem nunca haverá lei ou regra que consiga baní-lo. Muito mais do que isso, o respeito racial deve ser alcançado e extinguido não de forma autoritária, mas voluntariamente, dado de espontaneidade.
É bem verdade que o mesmo só chegará ao fim ao passo que cada ser perceba que não é válido, é um ato sem fundamentos e sem justificatificativas. É o mesmo que um texto dissertativo sem teses e bases sólidas. Há muitos negros juízes, professores, ocupando cargos lisonjeados, só conquistados devido ao mérito e à dedicação que todo e qualquer ser humano é capaz de alcançar.
Não se deve usar como justificativa o fato de ser negro para toda e qualquer agressão física ou moral, é claro que quando isso ocorrer o indivíduo se valerá da lei para que a correta punição seja aplicada, mas os exageros, que são comumente vinculados na mídia e,também aqueles que não são, acabam por exarcebar o tema e deixa-lo monótono e desinteressante.
Por tanto, nunca saberemos se o preconceito racial ou outro preconceito foi extinto, ou se está chegando ao fim, pois é um sentimento individual e pode ser guardado em silêncio. Saberemos apenas, que enquanto nuns existe o preconceito em outros há: determinação, bondade, racionalidade, carinho e amor.",8.5
"São vários fatores que culminaram a favor da tragédia em Mariana. Negligenciaram o fato de que as pessoas, a natureza mereciam cuidados e atenção redobrada.
Tudo isso poderia ter sido evitado, caso as autoridades locais tivessem fiscalizado com rigor, e se a própria mineradora tivesse cumprido com as normas e cuidados. O fato é que ninguém sabe as reais causas do ocorrido, muito se fala em recuperação do rio, da cidade e de toda região afetada.
A população foi afetada diretamente, a economia daquele lugar foi atingida, a natureza inclusa nesse pacote de tamanha crueldade, e o prejuízo é incalculável. Tudo isso é consequência da falta de cuidados, da forma inadequada de estrutura do ambiente, e da pouca importância que se deu no  que futuramente poderia acontecer.
As autoridades afirma que haverá punição pros  culpados pela tragédia. É lamentável o fato de saber que as vidas perdidas ali naquele lugar, foram vitimas  de desrespeitos, de ignorarem a fiscalização com zelo e rigor.
O modo de produzir desse país tem que mudar, para que a natureza, e a população não sejam agredidas como vem ocorrendo com o passar dos tempos. As autoridades tem que tomar algumas providências necessárias,  fazer cumprir as leis, fiscalizar com mais atenção, a fim de evitar novos desastres.",3.5
"Se as manifestações que começaram com o Movimento Passe livre em São Paulo e se estenderam para outras regiões servirão para realizar as mudanças políticas e sociais que queremos, ainda é cedo para dizer, o que já sabemos com certeza é que a população hoje, como não acontecia há muito tempo, sente que tem voz, as vitórias ainda que pequenas, foram representativas e serviram para mostrar que a sociedade brasileira quer ter mais participação política, além do voto de quatro em quatro anos, e essa já pode ser considerada nossa maior vitória. É pouco provável que as manifestações acabem tão cedo, já que existem varias necessidades que precisam ser ouvidas e para quais esperamos respostas em forma de leis.
O Brasil não acordou, o Brasil sempre esteve acordado, mas estava ""deitado eternamente em berço esplendido"" as pessoas se indignavam com a corrupção, com a falta de educação e saúde e assistiam TV indignadas, iam trabalhar indignadas e conviviam com esse indignação diariamente, como uma fatalidade, o Brasil apenas levantou do “Berço esplendido” e foi para rua mostrar que quer mudança.
Para os descrentes nas manifestações e para os manifestantes ""xiitas"", é preciso ser explicado que um país inteiro não muda em um mês de passeatas, precisamos ir para as ruas com objetivos muito bem definidos, algumas manifestações tinham cartazes de todos os tipos, e ecoavam gritos ""genéricos"" como ""chega de corrupção"" bonitos, mas sem funcionalidade prática, uma luta contra tudo é o mesmo que uma luta contra nada, esse talvez seja o momento de voltarmos pra casa nos reorganizarmos definirmos uma luta e irmos para rua todos em uma só voz, e a Internet à exemplo da Primavera árabe é nossa principal ferramenta, se não desistirmos da nossa participação política, chegará um momento em que não precisaremos ir as ruas, os políticos virão até o povo para entender o que ele quer e como atende-lo , esse será um processo de anos, e as pequenas vitórias serão o fôlego e a motivação para continuarmos.",7.0
"Se criou uma polemica tão grande com o aborto, pelo fato de se estar matando uma pessoa, que esquecem de ver questões como se o individuo sofrera ou sofre, se irá viver bem ou mal e se terá tempo de poder apreciar a vida.  O Supremo Tribunal Federal fez mais que bem ao legalizar o aborto de anencéfalos, poderiam estender mais ainda as causas permitidas.
Uma borboleta de um dia de vida tem muito mais que uma criança com anencefalia com o mesmo tempo de vida. A borboleta terá o ciclo completo de vida, já o bebe nem saberia-se dizer o quanto ele realmente está sentindo do mundo a sua volta. Só causaria dor aos que tem a vida mais longa, seus pais. Então seria melhor evitar o sofrimento dos que ainda tem tantos anos de vida pela frente e que podem criar uma outra criança, mais rápido ainda se não tiverem que viver um trauma tão longo.
Abortar não deveria ser tão descriminado , deveria ser permitido poder escolher se quer ou não dar a luz.  Seria mais fácil para os casos em que realmente tem necessidade , não só aos nascidos com anencefalia, mas pra outras doenças e também questões sentimentais ou financeiras. Claro que toda vida tem o direito de poder lutar e viver, mas certos tipos de vida realmente valem isso? Vale a pena obrigar alguém a ter uma criança que nunca quis? Podendo esta criança nunca receber o devido amor (ou até nenhum); que vá ser abandonada e viver com esse vazio de ser indesejada, ou até que acabe no mundo das drogas e ameaçando outros indivíduos? Vale a pena dar a chance de vida a quem poderá tirar tantas outras?
Por mais que nem todas tenham um destino ruim, ou criminal \- as vezes até pode ser esplendido -, seria bom poder dar a chance de tais pessoas não surgirem.  A população também pode chegar a ser tão grande que o nosso planeta não consiga mais nos fornecer recursos pra todos e com isso a maioria morreria. Poder abortar é um meio de controlar o numero de habitantes.
Ao Supremo Tribunal Federal aceitar o aborto para anencefalia, abriu mais uma porta para no futuro o aborto ser menos descriminado e ser visto como algo não tão ruim. Para quem sabe um dia eles aprovarem a lei de que qualquer um pode fazer o aborto contanto que mostre provas de ser realmente o melhor.",3.0
"Se no início da formação da sociedade brasileira as mulheres eram vistas apenas como donas de casa, esposas e mães, o que a mulher da sociedade atual nos permite vivenciar é a ascensão da mulher em todos os aspectos da vida.
Atualmente, o Brasil vive o fantástico episódio, talvez, nunca imaginado por alguns, mas sonhado por outros: uma mulher na presidência!
Depois de ocupar cargos importantíssimos nos governos, em grandes empresas e até no futebol, uma mulher consegue chegar ao ápice, ao mais alto dos cargos dentro de uma nação.
As mulheres lutaram por direitos iguais, lutaram para ter “voz”, para ter um lugar num círculo social outrora dominado pelos homens.
As mudanças de poder observadas na sociedade brasileira atual são reflexos das grandes empreitadas, desafios e lutas das mulheres de anos atrás. Esta análise me leva a uma interrogação: Prosseguir acreditando que pode quebrar tabus e regras impostas por uma sociedade antes alienada ao julgo masculino, é um indício do papel da mulher brasileira que sabe dos seus limites, mas consegue superá-los?
A atual mulher da sociedade brasileira não pode ser rotulada a um único papel, visto que a liberdade de expressão e escolha não modificou seu papel de dona de casa, mãe e esposa, mas somou papéis a esta mulher que também precisa de formação para se dar bem profissionalmente.
Estar por dentro de todos os assuntos, sejam políticos, econômicos, científicos, conhecer a realidade do seu país e colaborar para o desenvolvimento e fortalecimento de uma sociedade mais justa para as gerações futuras, este é um dos muitos papéis da atual mulher brasileira.",5.5
"Se somos todos corruptos? Se há corrupção em todos os níveis da sociedade brasileira? Ou se é apenas uma imagem açodada do povo brasileiro? São questões levantadas de cujas respostas dependerá da solução de outra interrogação, a saber: o que é corrupção?
A ideia geral transmitida por essa palavra – corrupção – traz a lume a problemática mal resolvida por muitos, mas que é entranhável, qual seja: ela é um tipo de vício de caráter cuja consequência resulta no desvio de conduta, que, por conseguinte, se não reparada , descamba para pequenos delitos até a prática de graves crimes que prejudicam uma nação inteira. Ou seja, a corrupção se evidencia desde os pormenores da conduta humana (como, por exemplo, o famoso ‘jeitinho brasileiro’) até condutas (ação ou omissão) de grande impacto (negativo) na vida de outras pessoas.
É cediço que toda civilização, assim como a nossa, brasileira, é regida por códigos morais de condutas, bem como por códigos legais, aos quais regulam a relação humana, comportamental, etc., e que, portanto, merecem o devido respeito e observância para mantença da higidez de um povo. Logo, o comportamento humano pode provocar delitos contra a ordem moral e/ou contra a ordem legal.
Acontece, todavia, que o problema da corrupção se tornou uma espécie cultural, em que alguns a observam, a vivenciam e a reverenciam, seja de maneira deliberada e espontânea, seja de maneira involuntária e ignorante. Não importa! A corrupção forma uma crosta sob a índole humana, se não tratada, com os devidos remédios educacionais e pedagógicos, torna-se em crônica e, portanto, insanável.
Por outro lado, há aqueles que não fazem da corrupção seu modus vivendi. Para eles o que importa, de verdade, é a higidez de seu caráter, bem como a saúde moral de seu povo. Acabam se revestindo, até forçadamente – porque o bom caráter constrange a práticas de boas condutas -, de combatentes da ordem moral e legal (aqui vale um adendo: da boa ordem moral e da boa ordem legal) contra a ordem corrompida e contra a ordem que corrompe.
Portanto, é precipitado sentenciar que o povo brasileiro é no todo corrupto, mas, infelizmente, há, sim, corrupção em todos os níveis da sociedade brasileira, mas, ainda,",5.5
"Se tornar um consumidor consciente fica cada dia mais difícil, devido as propagandas exibidas pela mídia e as facilidades de pagamento. Quem nunca se sentiu atraído quando viu algum cartaz com a seguinte legenda “parcelamos em até dez vezes”? Muitas vezes as pessoas compram algo do que necessariamente não precisam somente para suprir seu ego em relação a comprar. Umas das maneiras de formar um cidadão consciente de tudo aquilo que compra,  deve ser feito com uma educação ainda na fase do consumidor criança.
As pessoas compram pelo simples fato de algo estar em promoção ou da facilidade de pagamento e não realmente se precisam do que estão comprando.  Para garantir a busca de novos consumidores e consolidar os que já são, muitas lojas aumentam suas vantagens nas compras para os clientes que possuam um cartão próprio da loja, (Ex. Cartão Fidelidade).  Com este método as pessoas as são atraídas para o consumo com uma facilidade ainda maior.
Muitas vezes o consumidor não avalia,  o quanto daquele investimento será prejudicial na hora de fechar as contas no fim do mês. O grande numero de pessoas com inadimplência no Brasil,  se da na maioria das vezes pela falta de consciência do consumidor na hora da compra.
Portanto, ter consciência na hora da compra é possível, se a pessoa fizer uma avaliação atual da sua situação financeira, em relação a cada produto que ela quiser comprar. Outro modo de se formar cidadãos conscientes é,  por meio dos pais em cada fase da formação de uma pessoa, seja ensinado, os princípios do consumismo, que é sempre comprar, com base em uma lista de prioridades e necessidades.",6.5
"Se vingança fosse a solução, por qual motivo existiria a justiça? Olho por olho e dente por dente, não somos mais dessa época. Os valores, as éticas, tudo mudou, o mundo muda e muda muito. A sociedade em que vivemos é quase que totalmente voltada para o emocional, os sentimentos atropelam nossa consciência e nossos atos. Caso Bin Laden tivesse matado algum parente seu, você deixaria a justiça fazer seu papel ou ia preferir se vingar com suas próprias mãos?  A grande maioria se pudesse ter a chance de encontrar o assassino durante um minuto, com certeza o mataria, esses provavelmente não acreditam em justiça, e é claro nunca terão a chance de experimentá-la. São poucos os que se dão uma chance e falam ?que a justiça seja feita?.
Matar um homem não é justiça, é agir sem pensar, é se vingar sem consciência do que está fazendo, é ser compulsivo na emoção. Não devemos e não podemos tentar fazer justiça com nossas próprias mãos, muitas vezes podemos estar errados. E se aquele homem teve problemas na infância? E se ele não teve uma base familiar boa? É óbvio que na hora do ocorrido esses motivos serão muito pequenos comparado ao que ele fez. Contudo, será que temos o poder de tirar a vida de alguém, por vingança? Será que nós somos mais evoluídos que outros, para tirar vidas? Uma ação não justificaria a outra. Não é justo que ele mate alguém, e não é justo que você o mate, você estaria se igualando a ele. Somos humanos, pessoas erram e erram feio, e se todo erro fosse julgado como vingança, quantos mortos teríamos?
Muitos querem a justiça, entretanto, bem no fundo querem a vingança. Que aliás é um prato que se come frio e no final pode ser muito saboroso ou extremamente difícil de engolir. Não temos a justiça em nossas mãos, temos valores morais e éticos que devem ser cumpridos. E se não forem, que a justiça seja feita, já que ela foi criada para isso. Caso a justiça não ocorra, o que se faz aqui se paga lá. Não podemos nos deixar confundir vingança e justiça. Uma é totalmente diferente da outra, vingança acontece quando você quer retribuir algo que lhe aconteceu, mas matar não é a solução.  Matar é uma forma de esquecer a dor que você sentiu, é fugir de um problema inteiro, só eliminando um milésimo dele. Matar não faz o passado voltar, mas faz seu futuro mudar completamente. Bin Laden pode ter morrido, mas seus seguidores estão livres e pelo governo americano não ter pensado antes, agora todos corremos risco. Devemos ter consciência de nossos atos, se praticarmos a vingança, que consciência nós temos? Que futuro estamos criando? Que ética estamos seguindo?",3.0
"Séculos atrás era comum pessoas com grande diferença de idade de casarem. Esses matrimônios acontenciam na maioria das vezes, por interesses econômicos ou políticos e talvez por isso não eram condenados pela sociedade da época.
Já na sociedade atual, um rapaz e uma senhora, ou uma mocinha e um senhor mais velho, causam uma espécie de espanto e logo surgem comentérios e boatos acerca do casal e da razão deles estarem juntos.
A psicologia explica de várias formas a razão da busca de um parceiro mais novo ou mais velho. No caso de uma moça mais nova e uma senhor,  tem a teoria de ser pela busca de proteção e segurança, lembrando a figura paterna por parte dela, e por parte dele poderia ser uma forma de voltar a juventude perdida.
Essas explicações podem se encaixar em alguns casos, mas não necessariamente em todos. Cada casal tem sua história e seu motivo de estarem juntos. E é perfeitamente possível que seja pura e simplesmente por amor, sem nenhum interesse por trás.",8.0
"Sediar eventos de grande porte em qualquer país que seja, requer um investimento alto em segurança, para que desta forma, situações de terrorismo sejam inibidas.
A mídia especula diariamente se o Brasil está realmente preparado para previnir eventuais ações de terror como aconteceu em Boston, onde lançou-se uma bomba em meio a uma maratona. O governo brasileiro aplicou cerca de dois bilhões de reais em ações policiais para receber a Copa das Confederações e a Jornada Mundial da Juventude, como eventos teste para realizar ações contraterrorismo, caso venha a ocorrer.
Tendo em vista que estes  eventos internacionais estão perto de acontecer, o Brasil se arma a fim de que tenha um bom desempenho, principalmente na segurança, pois eventos como este, atrai  milhares de pessoas de diversas nações, e com isto deve-se atentar os olhos para os riscos de uma possível violência. Então espera-se que o policiamento seja eficaz e traga excelentes resultados para que o país esteja apto a sediar a Copa.
Por essa razão, para que não seja grande o número de boletim de ocorrências em delegacias, o governo apostou no alto investimento a segurança, com policiais com treinamentos diversos, afim de proteger a sociedade contra possíveis ataques.",2.0
"Segregação racial. Nazismo. Escravidão. Tais vocábulos remetem a fatos históricos marcados pelo preconceito e discriminação. A mentalidade ultrapassada e a criação de esteriótipos podem ser classificadas como mola propulssora para tais ações, atrelado a falta de consciência moral que acarreta o racismo.
Episódios de desrespeito e hostilidade tornaram-se mais frequentes com jogadores brasileiros que são comparados pejorativamente a ""macacos"", não apenas em âmbito nacional, mas majoritariamente no exterior. Os valores de igualdade pregados pelo reverendo ícone dessa batalha Martin Luther King, nunca foram tão deturpados.
Em função disso, gradativamente é evidenciado por meio de campanhas publicitárias a notariedade do negro em busca de quebrar rótulos impostos por uma parcela da população, que persiste em enxergar o negro como inferior.
Diante de tal contexto, infere-se que a ética - como fator de harmonia social - deve ser estruturada e desenvolvida desde a base escolar e familiar. Sendo assim, fator primordial para um futuro igualitário, parafraseando um dos maiores nomes da literatura mundial, José Saramago: ""Não tenhamos pressa, mas não percamos tempo"".",6.0
"Segundo a Constituição de 1988 o cidadão tem direito a livre manifestação. Manifestar-se é uma forma de demonstrar insatisfação com a política, saúde, lazer, etc., pacificamente e de forma organizada. Contudo, vândalos se infiltram nos protestos levando a polícia a agir de maneira violenta atingindo , inclusive, as pessoas que se manifestam ordenadamente.
A não aceitação de uma vertente de ordem social motiva a organização de manifestos populares, onde um grupo de pessoas com interesses em comum se reúne para juntos lutar pelos seus direitos previstos na Constituição. Um exemplo recente disso, é o “rolezinho”, movimento em que jovens da periferia, indignados com a falta de lazer, marcaram encontros nos shoppings através da rede social Facebook. A intenção foi manifestar-se de forma indireta, ou seja, sem cartazes nem passeatas, mas promovendo o lazer a si mesmo , fazendo novas amizades, batendo papo, etc.
Porém, algumas pessoas têm uma ideia deturpada em relação aos protestos. Tais indivíduos durante o manifesto destrói patrimônios públicos e privados, atacam violentamente outras pessoas e ameaçam autoridades e policiais. Retomando o caso do  “rolezinho”  pessoas assim, se infiltraram e furtaram jovens que faziam parte do movimento e funcionários das lojas do shopping. A polícia como resposta age com violência de maneira indiscriminada, atingindo também os cidadãos que se comportam adequadamente. É comum a utilização de armas de efeito moral e de balas de borracha para conter os vândalos.
Vale uma ressalva, o dever da polícia em protestos é deter quem destruir patrimônios, agir de maneira violenta e praticar qualquer que seja ação de desordem. Assim como é obrigação da mesma garantir a proteção e a integridade de todos, bem como o direito de livre manifestação. Sendo assim, a utilização de força de forma aleatória e desordenada não condiz com o dever de proteger os manifestantes diante de um direito que pertence a todos.",6.0
"Segundo a Constituição Federal em período de política , emissoras de TV e rádio devem ceder determinado tempo para os partidos políticos. Esse horário cedido pelas emissoras aos partidos é rigorosamente distribuído em todos os candidatos certo tempo para que possa apresentá-lo ao publico de forma critica e transparente e suas propostas de governo que ira exercê-las nesses quatro anos de mandato.
O horário eleitoral foi à forma mais ‘’democrática’’ que o governo estabeleceu para que possa ter a apresentação dos futuros nomes que assumiram o poder legislativo ou executivo. Porém não é gratuita como publicam,  uma boa parte do dinheiro para a obtenção do horário nas emissoras vêem dos cofres públicos, ou seja, o governo gasta cerca de 600 mil em publicidade que serão distribuídos aos partidos políticos para o seu aproveitamento entre seus candidatos.
O que atualmente pode-se observa nos programas políticos um baixo nível de conteúdo em que os candidatos expõem aos seus eleitores, propostas entre outros formas que deveria ser utilizado naquele momento são deixados para agressões a outros candidatos ou temas ‘’pitoresco ‘’da realidade do programa eleitoral. De Tal forma que boa parte da população nega o Horário Gratuito por contribuir pouco do que possa esperar daquele momento democrático.
Diante dos fatos, se se houve certo investimento e preparo sobre questões políticas e básicas para um governante em cima dos nossos candidatos, aonde que possam utilizar o programa eleitoral para debater suas propostas de forma clara, ou o reaproveitamento do horário político intervindo em questões culturais de certa região, ou seja, torna aquele momento igual para todos sobrando tempo para que aconteça informativo sobre a política local, sobre o que faz um prefeito, vereador; fazendo um momento produtivo.",2.5
